date,day_of_year,month,actual_wh,direct_point_wh,direct_q10_wh,mc_mean_point_wh,mc_p10_point_wh,mc_p50_point_wh,mc_p90_point_wh,mc_mean_q10_wh,mc_p50_q10_wh,analog_unique_days
2022-01-06,6,1,20198.0,15755.1982421875,5965.958984375,9656.643490234375,1663.37255859375,5155.279296875,23908.4609375,4530.653450832367,2704.626953125,198
2022-01-07,7,1,25574.0,23386.03125,9315.3330078125,11245.403756591797,1658.4407836914065,6158.1513671875,28776.646484375,5318.354730659485,2915.5771484375,200
2022-01-08,8,1,1727.0,2773.55322265625,961.9044799804688,11117.75745123291,1712.2677001953125,5544.775390625,28368.447265625,5244.664660549164,2773.8740234375,200
2022-01-09,9,1,35385.0,34067.7421875,12686.38671875,11369.248733154296,1723.1585693359375,6089.400390625,28368.447265625,5247.8147667427065,2954.7509765625,200
2022-01-10,10,1,44046.0,40520.87890625,19043.310546875,11080.079434448242,1556.3433227539065,5763.8837890625,28204.689453125,5170.524528980255,2804.8076171875,201
2022-01-11,11,1,52904.0,49801.63671875,24783.486328125,12417.374012817383,1612.26416015625,6727.568603515625,32589.359375,5701.743427474976,3038.66552734375,203
2022-01-12,12,1,2917.0,3740.610595703125,2594.52099609375,12646.610026062011,1829.1873779296875,6781.3359375,33606.671875,5827.497814971924,3311.379150390625,203
2022-01-13,13,1,1396.0,2303.84130859375,813.8850708007812,12580.440656677247,1612.26416015625,6511.132080078125,33606.671875,5912.63918453598,3022.9117431640625,203
2022-01-14,14,1,4248.0,3654.977294921875,1716.646484375,12879.435390197754,1796.741943359375,6727.568603515625,33667.095312500016,6020.784167800904,3078.4345703125,205
2022-01-15,15,1,4071.0,4542.70703125,2963.519775390625,12892.084131408692,1614.0548095703125,6749.9365234375,33667.095312500016,6066.501594055176,3311.379150390625,208
2022-01-16,16,1,6587.0,8311.1328125,4105.23828125,13422.984008728028,1614.0548095703125,7069.88525390625,33606.671875,6245.020062980652,3462.15771484375,206
2022-01-17,17,1,12437.677966101695,12993.052734375,6095.5166015625,13471.312794616699,1829.1873779296875,7317.23388671875,33606.671875,6359.305709815979,3491.10205078125,208
2022-01-18,18,1,12437.677966101695,13148.1552734375,6170.865234375,13936.636638671875,1796.741943359375,7069.88525390625,35556.671875,6892.276760494232,3577.494873046875,211
2022-01-19,19,1,12437.677966101695,13094.361328125,6208.19091796875,14577.811800964355,1861.1082763671875,7365.05517578125,36643.852734375025,7178.205689949035,3699.618408203125,211
2022-01-20,20,1,12437.677966101695,13090.7490234375,6195.46533203125,15901.680425109864,1805.11865234375,7782.7646484375,46300.73046875,7782.011449432373,3794.400390625,209
2022-01-21,21,1,61224.0,52795.48828125,24465.59375,15876.474607666016,2288.229248046875,8113.36376953125,45849.8203125,7687.028991146088,4086.701416015625,210
2022-01-22,22,1,46195.0,49296.56640625,21802.38671875,17229.399765441896,2009.5057373046875,8625.5595703125,54167.24609375,8476.472930946351,4230.88525390625,212
2022-01-23,23,1,3378.0,5094.32373046875,2900.27099609375,16264.260722229004,1829.1873779296875,7589.94970703125,48088.96484375,8023.171620319366,3817.266845703125,213
2022-01-24,24,1,2373.0,4753.865234375,2546.753662109375,16937.144711608886,2009.5057373046875,8625.5595703125,48088.96484375,8299.394136959076,4444.042236328125,210
2022-01-25,25,1,3553.0,3549.580322265625,2048.48095703125,18918.39979510498,2379.146484375,11843.32421875,54869.74609375,9559.479243213653,4954.07763671875,213
2022-01-26,26,1,3147.0,3628.69287109375,1774.3238525390625,20368.45942114258,2578.9384765625,11769.0419921875,59572.83984375,10477.43950661087,5195.337646484375,213
2022-01-27,27,1,1640.0,3745.935302734375,876.5391235351562,20045.114226135254,2698.504638671875,12197.966796875,56937.51953125,10300.909847522735,5405.853759765625,212
2022-01-28,28,1,33176.0,35485.6640625,11692.3125,19756.86797784424,2698.504638671875,11952.5576171875,55256.00312500004,10127.909002990722,5349.19677734375,214
2022-01-29,29,1,1450.0,3671.48486328125,777.5487060546875,21822.090514892578,3112.347900390625,12421.798828125,59598.078125,11536.73989466095,5665.63037109375,214
2022-01-30,30,1,31847.0,28264.94921875,10739.3369140625,22668.449335998535,3452.091064453125,13705.75,61495.62109375,11669.849425922393,6573.65771484375,214
2022-01-31,31,1,8279.0,10158.3564453125,4051.558349609375,23326.019866088867,3312.985595703125,12514.599609375,62809.45703125,12279.745757472992,5665.63037109375,214
2022-02-01,32,2,6548.0,7830.02685546875,3345.778564453125,22488.24444494629,3472.68798828125,12421.798828125,61627.00468750003,11892.183415176392,5629.751953125,212
2022-02-02,33,2,8688.0,8313.9345703125,3480.1259765625,24204.030610717775,3526.75439453125,12514.599609375,66627.90625,13012.876692684174,5908.643310546875,214
2022-02-03,34,2,33345.0,31537.724609375,13757.9912109375,25933.44130834961,4000.1906982421897,15011.5048828125,67849.6875,13842.307883647918,6892.31787109375,213
2022-02-04,35,2,10043.0,8305.9794921875,3789.685302734375,26804.42896105957,4230.00341796875,14789.59521484375,68193.234375,14561.49031628418,6909.72021484375,213
2022-02-05,36,2,16012.0,16029.806640625,6684.10693359375,28054.662497070312,4953.72265625,17192.9453125,70674.78359375002,15022.407964508056,7549.875,213
2022-02-06,37,2,3496.0,5512.599609375,1888.8636474609375,29547.19585192871,4952.881591796875,18092.73828125,71592.3984375,16039.544137886047,8170.552734375,213
2022-02-07,38,2,9716.0,11909.705078125,4635.771484375,27639.054744995115,4996.2734375,17192.9453125,71423.296875,14863.038289688111,7549.875,211
2022-02-08,39,2,2422.0,3370.153564453125,1669.9649658203125,29421.453501098633,5044.462548828125,18231.3642578125,71592.3984375,15685.90876662445,8596.2109375,213
2022-02-09,40,2,3669.0,4930.55126953125,2324.57763671875,30810.167540161132,5161.638671875,20542.08203125,73919.0703125,16752.726147418976,8977.291015625,212
2022-02-10,41,2,4653.0,6797.0087890625,2639.257080078125,30857.852682983397,5232.64306640625,20652.876953125,76866.2890625,17069.553847171785,9101.2236328125,215
2022-02-11,42,2,17920.0,22682.658203125,7878.72998046875,31799.751986450196,5155.279296875,18446.505859375,77588.9609375,17693.82901002884,8850.30078125,214
2022-02-12,43,2,84444.0,77454.015625,44126.3671875,32227.64121936035,5544.242138671875,21760.90234375,74018.09765625003,17732.607650150298,9101.2236328125,215
2022-02-13,44,2,75078.0,70319.5625,38657.921875,33170.747321044924,5161.638671875,22620.4609375,75754.1796875,18393.01093387222,9479.8916015625,210
2022-02-14,45,2,67053.0,60429.03125,34624.96484375,34920.19436083984,6184.892187500001,23236.384765625,80054.265625,19601.971194496156,9845.111328125,214
2022-02-15,46,2,18528.0,33225.6328125,11572.025390625,34901.61069799805,6089.0615234375,23908.4609375,77749.3828125,19070.29348937988,9857.4267578125,214
2022-02-16,47,2,5110.0,6933.09912109375,3307.385986328125,36929.339203857424,7103.858935546875,24745.53125,80054.265625,20687.58287475586,10196.119140625,212
2022-02-17,48,2,10094.0,10399.20703125,2617.18701171875,37972.822307617185,7365.05517578125,24698.0390625,81759.4921875,21367.89385192871,10396.5009765625,212
2022-02-18,49,2,52726.0,59165.62890625,29520.716796875,38422.0307980957,7653.7412109375,27237.861328125,81759.4921875,21594.604403442383,10777.169921875,213
2022-02-19,50,2,35442.64071856288,34076.5,14253.1689453125,38360.681452148434,7382.61181640625,28300.853515625,81759.4921875,21475.721994506835,11809.8896484375,213
2022-02-20,51,2,35442.64071856288,33335.19921875,13989.1689453125,40914.84165600586,7876.078125,32103.84375,88478.3828125,23151.264504882813,13667.548828125,214
2022-02-21,52,2,12315.0,17499.57421875,3315.65869140625,38893.868951416014,7673.64580078125,28919.0625,81759.4921875,21936.200345214842,11920.3466796875,212
2022-02-22,53,2,58633.0,60623.66015625,28511.443359375,40119.828548095706,7876.078125,29827.986328125,83271.21875,22506.012967407227,12175.63916015625,210
2022-02-23,54,2,42730.0,39760.6171875,16001.24609375,39600.44738793945,7653.7412109375,28300.853515625,83484.60781250005,22305.809424438477,12430.931640625,214
2022-02-24,55,2,37890.0,41160.828125,18900.29296875,41646.715830566405,7675.857421875,30527.732421875,90084.13515625005,23646.43754321289,13679.234375,213
2022-02-25,56,2,38670.0,38329.05859375,15817.9716796875,43504.25393481446,8554.954687500001,34636.95703125,91969.97109375002,25142.546149902344,15204.015625,214
2022-02-26,57,2,39719.0,34615.67578125,13876.84375,43782.600792480465,9150.2509765625,32708.48828125,97204.25,25239.629654541015,14734.83203125,213
2022-02-27,58,2,99110.0,96838.8671875,71246.4375,41477.01745263672,8736.9287109375,31221.69921875,82877.0234375,22984.166563964845,13763.734375,211
2022-02-28,59,2,101849.0,100497.53125,84623.5078125,44095.11898046875,9655.03515625,36434.72265625,89882.2109375,25043.523388671874,15507.916015625,213
2022-03-01,60,3,103284.0,103508.15625,87894.171875,45357.16349365234,9504.91796875,39725.71484375,96806.66953125002,25726.609016845705,16566.994140625,211
2022-03-02,61,3,97985.0,90741.6640625,59619.4921875,45676.59554052734,10868.3193359375,36434.72265625,101876.34296875,26326.72610986328,15564.6533203125,214
2022-03-03,62,3,63579.0,46618.40625,23270.923828125,45258.26817480469,9150.2509765625,37863.728515625,97204.25,26028.30808935547,15964.359375,214
2022-03-04,63,3,53180.0,54184.82421875,24681.869140625,48042.542295898435,9504.91796875,41010.72265625,103873.9765625,28275.467881591798,17863.1181640625,211
2022-03-05,64,3,55847.0,59767.28125,29661.365234375,47202.575624511715,9504.91796875,37817.62890625,105030.203125,28347.138562988283,15473.9765625,215
2022-03-06,65,3,14249.0,18695.69140625,10804.1298828125,48719.68681542969,10868.3193359375,39947.72265625,103909.91406250001,28895.535670654295,17806.185546875,213
2022-03-07,66,3,109585.0,109654.6875,81718.6953125,50816.07631152344,9504.91796875,41010.72265625,105960.953125,31353.744680664062,18642.037109375,208
2022-03-08,67,3,109138.0,107299.296875,85343.0,49450.990525390625,11550.2177734375,39725.71484375,105960.953125,30251.62490551758,16591.9052734375,210
2022-03-09,68,3,108396.0,108495.2578125,92334.296875,50547.265330078124,11529.838671875,39947.72265625,105697.21796875,30793.99913769531,17863.1181640625,215
2022-03-10,69,3,93953.0,88815.671875,64896.75,51689.33390039062,11750.6328125,42941.59765625,109225.2109375,31486.299947998046,18617.1435546875,213
2022-03-11,70,3,118085.0,114968.5859375,94517.859375,50870.817385742186,11529.838671875,43200.22265625,105549.0546875,30981.26830419922,18422.849609375,214
2022-03-12,71,3,115848.0,115283.921875,101129.9609375,52825.78237402344,13421.4619140625,43200.22265625,109225.2109375,32133.028046630858,19311.166015625,213
2022-03-13,72,3,110392.0,112069.1015625,98482.6484375,53084.30480859375,12586.978515625,45341.931640625,107505.90625,32172.905678710937,20494.5078125,212
2022-03-14,73,3,109401.0,112239.6171875,99808.0703125,57012.23317382813,13641.431640625,48598.5546875,109225.2109375,34934.265740234376,23802.796875,212
2022-03-15,74,3,20784.0,20238.560546875,11168.7314453125,58024.97908251953,14960.080761718751,52400.87890625,108577.1640625,36006.26684594726,25401.541015625,214
2022-03-16,75,3,23811.0,22362.703125,12144.4462890625,57107.136010253904,14985.6748046875,49833.9375,110756.625,35384.21346435547,24053.912109375,213
2022-03-17,76,3,19347.0,23685.84375,13408.123046875,58740.69004248047,15158.705078125,49230.75390625,116202.3125,37545.23484301758,23802.796875,214
2022-03-18,77,3,72175.0,69563.015625,38616.71875,57069.81842285156,16049.57119140625,48254.63671875,116001.71875,35815.76973828125,22990.23046875,212
2022-03-19,78,3,102015.0,103379.15625,69541.6015625,59936.58588330078,15996.748046875,51047.763671875,114363.28984375004,38213.963713623045,24053.912109375,212
2022-03-20,79,3,114573.0,114858.1484375,100503.6875,58412.45937158203,15912.943750000004,48254.63671875,112736.046875,36869.7877253418,22240.16015625,209
2022-03-21,80,3,115916.0,117349.234375,105064.875,63429.32251416016,16714.28125,55933.62109375,117379.07734375002,41523.55893994141,26916.111328125,210
2022-03-22,81,3,115907.0,117036.609375,105506.4765625,62360.22568164062,16055.4404296875,53545.44921875,117305.1796875,40197.39789916992,24309.681640625,214
2022-03-23,82,3,109549.0,112185.8359375,102497.328125,60797.56232617187,16055.4404296875,52565.21484375,116809.71875,39264.64643359375,25419.1845703125,212
2022-03-24,83,3,112519.0,110925.1015625,101127.1328125,63528.2121875,16055.4404296875,56884.296875,117379.07734375002,41449.46189746094,26953.4375,214
2022-03-25,84,3,100579.0,99807.15625,84588.4140625,63558.08197119141,19447.279296875,56884.296875,118044.15625,41340.25353051758,27066.20703125,214
2022-03-26,85,3,15060.0,14456.982421875,9569.7470703125,61230.76181054687,16824.318359375,52400.87890625,116809.71875,39969.96186254883,25971.42578125,212
2022-03-27,86,3,101679.0,101128.8828125,72292.3359375,63773.57495458984,16714.28125,57698.35546875,117205.4609375,41256.37630224609,27634.169921875,215
2022-03-28,87,3,78802.0,67407.859375,49386.22265625,64021.7557890625,18062.12890625,55057.9921875,120178.25,41851.803532226564,25436.828125,212
2022-03-29,88,3,47939.0,46195.0703125,20916.716796875,66768.31167041016,21077.30078125,60978.70703125,118524.546875,44031.740541259765,28377.55859375,211
2022-03-30,89,3,67545.0,66063.6796875,36857.4140625,68152.25412548828,19867.359375,64207.515625,120209.9296875,45854.71914648438,29352.3955078125,213
2022-03-31,90,3,102629.0,97142.4921875,65121.359375,67690.09974072265,22344.392578125,63979.796875,120002.8984375,44768.74788989258,29191.693359375,212
2022-04-01,91,4,88856.0,72285.5078125,49609.296875,73398.54145410156,23836.958984375,74346.55859375,120421.1953125,50359.469078125,37579.984375,211
2022-04-02,92,4,48883.0,53333.0859375,26175.40625,72386.68518261719,23872.298828125,71613.359375,120421.1953125,48733.05743798828,35975.029296875,214
2022-04-03,93,4,76974.0,80281.3828125,39324.54296875,74174.55022021485,22538.080078125,74766.3125,120992.021875,51540.27049316406,37579.984375,212
2022-04-04,94,4,34770.0,36476.95703125,19066.169921875,74355.98606054687,23997.060546875,73562.625,120294.859375,50648.937356933595,36910.42578125,212
2022-04-05,95,4,69134.0,67996.296875,33018.35546875,72513.07543408203,23836.958984375,71246.125,120178.25,48932.61116162109,34969.796875,212
2022-04-06,96,4,16419.0,18469.51171875,8436.091796875,75853.45280664062,24047.733984375,79417.296875,120453.03984375001,51982.54159375,43220.30859375,213
2022-04-07,97,4,41495.0,43610.8515625,15570.0263671875,75743.57961865234,24006.17578125,79762.95703125,120739.640625,52532.30028515625,45408.12890625,212
2022-04-08,98,4,89505.0,72167.140625,36908.7109375,74720.62751269531,24611.453125,74986.15625,120215.12109375,50693.73828857422,39204.56640625,213
2022-04-09,99,4,65335.0,69280.25,29405.603515625,77299.05163623046,24052.3515625,83872.09375,120339.33750000001,53865.65896972656,47281.26171875,214
2022-04-10,100,4,61570.0,60782.0546875,22458.642578125,77981.37867089844,24611.453125,84172.765625,120215.12109375,53739.51007763672,47577.107421875,210
2022-04-11,101,4,62762.0,60110.27734375,26013.912109375,76548.77650537109,23915.0234375,83872.09375,120307.49296875,53044.92830566406,46798.609375,212
2022-04-12,102,4,114049.0,108928.6484375,77947.2109375,76691.8490234375,24052.3515625,79729.9921875,120209.9296875,52393.37926708984,45408.12890625,214
2022-04-13,103,4,97733.0,95294.953125,59250.28125,76727.8784609375,24611.453125,79865.359375,120178.25,52189.207209960936,43930.02734375,214
2022-04-14,104,4,29507.0,37030.8203125,17689.82421875,78652.79358203126,25403.7818359375,84172.765625,120544.8515625,54441.53087792969,48355.60546875,211
2022-04-15,105,4,11693.0,13480.216796875,9017.3828125,78469.38953808593,25697.447265625,84172.765625,120544.8515625,54011.62571875,48166.33984375,212
2022-04-16,106,4,113257.0,111817.9296875,79349.3125,79969.93063867188,26955.869140625,84391.828125,120739.640625,54907.78161279297,48166.33984375,214
2022-04-17,107,4,117640.0,116356.2265625,86524.3515625,78288.18648339844,27847.48046875,79795.921875,120178.25,52639.72637988281,45408.12890625,213
2022-04-18,108,4,120093.0,118656.296875,100998.140625,79410.90217871094,31441.453125,82428.6796875,120883.8359375,53480.68122314453,45644.234375,213
2022-04-19,109,4,66636.0,70000.4921875,38116.21484375,77968.5445078125,26408.5390625,79830.640625,121532.6875,52936.194265625,45408.12890625,214
2022-04-20,110,4,68003.0,57422.96484375,27018.458984375,81238.5599248047,28805.0625,86905.2734375,120319.85859375,54877.27682373047,48888.8359375,214
2022-04-21,111,4,72413.0,67330.34375,33196.51953125,80629.95984472656,30150.634765625,83953.703125,120209.9296875,54030.04589794922,48355.60546875,215
2022-04-22,112,4,98863.0,88236.7890625,51686.95703125,82225.52796679687,30150.634765625,90028.2890625,120883.8359375,55360.89847851563,51019.35546875,213
2022-04-23,113,4,93620.0,102115.9140625,75744.3515625,80768.520453125,27847.48046875,85159.1171875,120294.859375,53992.276603515624,47281.26171875,214
2022-04-24,114,4,101419.0,100130.4453125,64739.8359375,81879.16802246094,30150.634765625,87047.5234375,120209.9296875,54544.32408398438,48095.8671875,213
2022-04-25,115,4,34677.0,45366.3125,21148.642578125,82344.99886035157,27847.48046875,87047.5234375,120883.8359375,55962.221458007814,48888.8359375,213
2022-04-26,116,4,82923.0,93174.3359375,56099.3359375,81941.14711914063,30150.634765625,86905.2734375,121409.3828125,55232.605833007816,48166.33984375,213
2022-04-27,117,4,97917.0,106232.15625,80060.3984375,83019.82000878906,34663.15390625,88263.6875,120945.6484375,56146.550028320315,50310.25,214
2022-04-28,118,4,113089.0,114110.3671875,89604.8828125,83068.52456640625,31404.526367187507,87047.5234375,120945.6484375,55942.7595390625,48888.8359375,211
2022-04-29,119,4,122073.0,117150.2109375,95098.6875,82762.20062792969,30150.634765625,87148.2890625,120739.640625,55518.2591953125,50060.412109375,215
2022-04-30,120,4,70367.0,73153.3125,34633.20703125,83955.66245898437,34691.50390625,88263.6875,121321.4296875,55971.83740625,50664.802734375,213
2022-05-01,121,5,74485.0,75546.6875,40160.36328125,85090.15400488282,35546.8984375,90852.078125,120883.8359375,57283.81168359375,51560.5,213
2022-05-02,122,5,3983.0,33420.734375,12102.775390625,84135.24515332031,34691.50390625,87769.9921875,120945.6484375,55841.38813476563,49998.111328125,213
2022-05-03,123,5,64211.0,76725.4296875,40826.95703125,85139.38651464843,30150.634765625,91611.75390625,122814.31015625001,57509.98234570312,51130.00390625,213
2022-05-04,124,5,75209.0,84521.1640625,45179.40234375,85292.06559082032,31769.935546875,90658.2109375,123107.421875,57704.128609375,51019.35546875,214
2022-05-05,125,5,55839.0,51367.60546875,24556.6484375,84353.81671972656,38350.46875,87249.0546875,121532.6875,56047.8055234375,49954.76171875,213
2022-05-06,126,5,89133.0,89605.921875,50920.54296875,84402.35917773437,36995.28671875001,87249.0546875,121606.375,55849.29777539062,50175.85546875,214
2022-05-07,127,5,62741.0,70478.4296875,32945.28515625,85273.80575878907,37857.89453125,88263.6875,121330.225,57049.10740820313,51418.62890625,214
2022-05-08,128,5,113393.0,119061.8125,94028.921875,85824.90151464843,39558.985156250004,90852.078125,120945.6484375,57163.341750976564,51656.40625,213
2022-05-09,129,5,121841.0,120553.0703125,101605.5078125,87468.82915234375,41645.562500000015,91497.0859375,122975.29765625,58746.22992675781,51656.40625,212
2022-05-10,130,5,83532.0,90609.6640625,58179.359375,85466.02819335938,37857.89453125,88101.78515625,122781.7421875,56657.55832617188,51019.35546875,214
2022-05-11,131,5,60379.0,64111.37890625,24530.09765625,86482.84431933594,37156.21875,93830.3203125,121321.4296875,57373.63272851562,52045.71484375,215
2022-05-12,132,5,87544.0,88521.375,43516.484375,86527.07001953125,31769.935546875,93830.3203125,122960.6171875,57960.58519140625,52049.98046875,213
2022-05-13,133,5,51246.0,55685.24609375,24995.212890625,86945.557,37857.89453125,93349.8125,122781.7421875,58055.32904882813,52045.71484375,215
2022-05-14,134,5,69993.0,67752.796875,28552.603515625,86738.52806445313,37857.89453125,93882.015625,120644.97421875002,57619.67095507812,54678.208984375,215
2022-05-15,135,5,113632.0,115907.609375,84832.875,87469.549078125,39687.18359375,94197.578125,121344.51875,58531.98874121094,55562.6796875,213
2022-05-16,136,5,90818.0,90518.3359375,57060.921875,88833.64033300782,37857.89453125,96886.5859375,123107.421875,60573.24517089844,59560.900390625,211
2022-05-17,137,5,113226.0,105136.875,71623.9921875,87787.2910234375,39687.18359375,93590.06640625,122960.6171875,58974.595154296876,54791.59765625,211
2022-05-18,138,5,122999.0,120999.5859375,93556.984375,89649.11808886718,42025.828125,95696.8203125,121348.4296875,60638.93401269531,57888.828125,214
2022-05-19,139,5,106655.0,101527.09375,68965.796875,89121.05115039063,39558.985156250004,96679.7578125,121606.375,60192.12470214844,58117.27734375,214
2022-05-20,140,5,79389.0,81494.0,39060.1015625,87706.48260253906,39038.54296875,93830.3203125,121606.375,59071.069208007815,54714.62109375,210
2022-05-21,141,5,37910.0,47324.98828125,17419.46875,87954.04255957031,38405.19921875,94254.9296875,121552.3203125,58368.559604492184,54714.62109375,214
2022-05-22,142,5,76349.0,74772.3671875,35941.70703125,88986.80520703126,39038.54296875,94796.46875,122975.29765625,59886.357862304685,55562.6796875,214
2022-05-23,143,5,120947.0,118837.3671875,96773.8671875,90159.73679589844,42595.422656250004,96774.046875,122781.7421875,61167.194216796874,59254.68359375,211
2022-05-24,144,5,29992.0,26900.46875,13345.8662109375,90555.62222265625,42658.7109375,98616.234375,123107.421875,61122.87026855469,59867.1171875,213
2022-05-25,145,5,81204.0,84674.5390625,38282.77734375,90688.1997109375,42595.422656250004,99750.4375,121348.4296875,61440.093203125,61228.72265625,214
2022-05-26,146,5,67054.0,76322.59375,33694.51171875,90031.29415917968,43595.1953125,96076.46875,122781.7421875,61146.82535644531,57888.828125,213
2022-05-27,147,5,85088.0,85329.3984375,42157.86328125,90194.91243652343,43189.68359375,96076.46875,121606.375,61274.34622363281,58117.27734375,212
2022-05-28,148,5,28825.0,33986.234375,14113.2451171875,92481.2175078125,48802.62109375,100650.734375,122002.796875,63566.5330546875,62941.2734375,213
2022-05-29,149,5,60590.0,60145.0234375,30233.111328125,92971.68864160156,48802.62109375,101303.0234375,121646.01718750001,64273.206799804684,63607.50390625,212
2022-05-30,150,5,67635.0,70557.421875,31839.357421875,90437.24726171874,42658.7109375,96868.3359375,122002.796875,62093.38015625,59867.1171875,211
2022-05-31,151,5,77793.0,81681.1171875,39564.2421875,90376.47926757812,41863.16015625,98942.046875,121348.4296875,61904.09230371094,61333.947265625,214
2022-06-01,152,6,70210.0,73992.890625,29426.87890625,88793.62605664063,39038.54296875,96868.3359375,121552.3203125,60575.225063476566,58219.3984375,215
2022-06-02,153,6,82379.0,92837.0078125,51868.734375,90155.73872167969,48608.797265625006,96378.11328125,120647.67421875002,61470.10321289062,58385.62890625,213
2022-06-03,154,6,118545.0,121017.4765625,105046.859375,89853.61880273437,41863.16015625,98963.8359375,121606.375,61944.430532226565,61772.26171875,213
2022-06-04,155,6,110692.0,110012.1796875,77990.46875,91564.1188984375,43595.1953125,99357.13671875,122781.7421875,63772.323016601564,62941.2734375,210
2022-06-05,156,6,107491.0,111867.703125,84803.3046875,88692.33802734375,41645.562500000015,95819.3359375,119592.5859375,60126.349060546876,58168.337890625,213
2022-06-06,157,6,56119.0,55534.04296875,25912.19140625,89041.8428564453,39038.54296875,96868.3359375,120613.78359375,60488.175118164065,58385.62890625,215
2022-06-07,158,6,74905.0,85779.8203125,49666.015625,92085.65774121093,50480.44140625,99750.4375,121348.4296875,63451.558469726566,63274.388671875,210
2022-06-08,159,6,102586.0,105885.8125,69528.9921875,90939.18418359375,43189.68359375,98963.8359375,121557.72578125,62617.074291015626,62663.0078125,212
2022-06-09,160,6,88563.0,90955.7421875,58836.19140625,90639.05150878907,43595.1953125,97257.74609375,121606.375,61917.84604296875,60284.9765625,214
2022-06-10,161,6,94608.0,84932.875,50682.03515625,90990.52256347657,43189.68359375,100904.109375,121368.81875,62886.4973203125,63634.92578125,212
2022-06-11,162,6,71826.0,80671.890625,45600.71484375,88279.34680957031,43136.586328125006,97093.4140625,119392.484375,60047.15441308594,59976.9453125,210
2022-06-12,163,6,74148.0,72897.28125,41552.42578125,87785.18625683594,41863.16015625,97422.078125,118863.9609375,59534.801055664066,59521.654296875,214
2022-06-13,164,6,84322.0,87394.4921875,47805.640625,87909.5945703125,43554.644140625,96980.875,119592.5859375,59729.15415039063,59788.625,212
2022-06-14,165,6,41063.0,45626.171875,23566.38671875,88749.97387402343,45182.61328125,96868.3359375,118315.921875,59839.38705078125,59867.1171875,210
2022-06-15,166,6,78807.0,81828.109375,47088.83203125,89627.59358300781,45364.00390625,95892.640625,118735.76718750001,60416.167836914065,59788.625,214
2022-06-16,167,6,99222.0,103824.25,63992.9765625,88306.56362207032,43325.29296875,96867.75,119235.390625,60331.273828125,60284.9765625,215
2022-06-17,168,6,109098.0,109987.9453125,77718.953125,86729.0669453125,39066.59375,95230.21875,119392.484375,58604.17033886719,58013.4609375,214
2022-06-18,169,6,111304.0,109635.390625,91975.5390625,87927.59674023438,43325.29296875,96867.1640625,118992.1328125,59868.52337988281,59976.9453125,212
2022-06-19,170,6,106850.0,106264.859375,79059.6796875,86022.67344238282,38735.64140625002,94796.46875,118863.9609375,58108.015517578126,57394.31640625,215
2022-06-20,171,6,25755.0,30882.203125,15984.572265625,84363.85216601563,36009.52734375,91605.59765625,118349.51250000001,56306.0796484375,52953.921875,214
2022-06-21,172,6,96668.0,91498.09375,56511.6171875,83822.15196972656,36312.159375,91601.3046875,116933.44687500001,55418.00541015625,52317.6640625,213
2022-06-22,173,6,108382.0,109768.6875,81840.2734375,85544.4380859375,36345.78515625,94359.546875,118992.1328125,58017.82576367188,55361.138671875,214
2022-06-23,174,6,117688.0,117986.9296875,102110.0546875,83902.51004003907,39066.59375,89606.6953125,117343.28125,55400.61931640625,51552.875,213
2022-06-24,175,6,118747.0,118379.6640625,113258.7734375,83689.3091357422,39038.54296875,89113.15625,116686.7109375,55112.080790039065,51331.123046875,212
2022-06-25,176,6,98621.0,96118.453125,67336.8671875,85062.79757714843,43189.68359375,89606.6953125,116686.7109375,56542.92897460938,52547.625,212
2022-06-26,177,6,105545.0,108763.5546875,78865.7890625,82628.96577734375,38047.046875,87705.68359375,116599.609375,54302.62577734375,49896.94921875,210
2022-06-27,178,6,111833.0,113133.140625,87478.28125,81636.67915820313,36345.78515625,86437.3984375,116478.328125,52939.94919628906,49003.451171875,209
2022-06-28,179,6,57358.0,50746.0703125,23933.1328125,78919.144734375,32904.48828125,82189.625,116270.53125,50228.123272460936,45405.4921875,209
2022-06-29,180,6,80766.0,87058.828125,49880.03125,80758.38532910157,36364.40234375,87249.6953125,115476.8046875,51858.832720703125,49508.28515625,206
2022-06-30,181,6,27741.0,34424.32421875,15137.849609375,80700.24948632813,35664.99609375,86989.0859375,116270.53125,52549.00513378906,49896.94921875,204
2022-07-01,182,7,53405.0,61576.02734375,29636.0703125,81303.42562597657,40987.89453125,86989.0859375,115148.3828125,51879.15147363281,49641.06640625,205
2022-07-02,183,7,94230.0,99245.0234375,65313.6171875,78924.10664453125,36009.52734375,82668.8828125,115148.3828125,50296.98373046875,45638.5,202
2022-07-03,184,7,102315.0,105373.921875,81976.53125,79353.6358828125,35975.07421875,83507.4453125,114455.453125,50543.300056640626,46143.2890625,203
2022-07-04,185,7,86435.0,92999.09375,57745.15234375,79947.57580371093,36362.540625,85489.25,115181.225,51139.7030625,48498.6171875,199
2022-07-05,186,7,101434.0,102214.0859375,72219.6015625,80618.17210742188,38047.046875,85503.33984375,116213.95078125,52019.64090527344,48459.0,202
2022-07-06,187,7,67601.0,83371.5625,44643.48828125,78175.06986132813,32390.23046875,82819.4140625,112960.02890625001,49973.73398095703,45703.58203125,198
2022-07-07,188,7,25464.0,28905.80078125,14685.7568359375,81316.16126660156,37878.78242187501,87269.71875,115549.89062500001,53041.91772167969,50554.42578125,199
